平成２８年　社会医療診療行為別統計　平成２８年６月審査分,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第　７表　医科診療　件数・診療実日数・実施件数・回数・点数，入院－入院外、傷病（中分類）、診療行為（大分類）別,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：１）「件数」は、明細書の数である。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：２）「実施件数」は、当該診療行為が実施された明細書の数である。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：３）「回数」は、当該診療行為が実施された延べ算定回数である。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：４）総数には、「療養担当手当等」、「合算薬剤料」、「補正点数」を含む。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：５）総数には、入院時食事療養等を含まない。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：６）総数には、「ⅩⅩ　傷病及び死亡の外因」、「ⅩⅩⅠ　健康状態に影響を及ぼす要因及び保健サービスの利用」、「ⅩⅩⅡ　特殊目的用コード」、「不詳」を含む。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,件数,診療実日数,総数,,,初   ・  再 診,,,医 学 管 理 等,,,在　宅　医　療,,,検　　　　　査,,,画　像　診　断,,,投　　　　　薬,,,注　　　　　射,,,リハビリテーション,,,精神科専門療法,,,処　　　　　置,,,手　　　　　術,,,麻　　　　　酔,,,放 射 線 治 療,,,病  理  診  断,,,入  院  料  等,,,診断群分類による包括評価等,,,入院時食事療養等(別掲),,
,　　その他の精神及び行動の障害,328473 ,852735 ,328473 ,5010671 ,998672869 ,302730 ,446497 ,46591228 ,71952 ,90925 ,23924647 ,4323 ,9350 ,16299985 ,49160 ,285713 ,33167873 ,10341 ,30844 ,16353297 ,186631 ,2942202 ,67685316 ,5775 ,31850 ,13439666 ,55939 ,364372 ,83774759 ,175926 ,345868 ,129770968 ,6132 ,72481 ,10660928 ,368 ,656 ,6448481 ,268 ,480 ,1276859 ,24 ,122 ,255440 ,259 ,550 ,228099 ,14836 ,385664 ,539049672 ,191 ,2930 ,9578792 ,14434 ,1104120 ,705499130 
,Ⅵ　神経系の疾患,2375825 ,6366616 ,2375825 ,51401811 ,9283731517 ,2110614 ,3207087 ,365711109 ,960220 ,1309574 ,244838469 ,337637 ,570839 ,801539703 ,480296 ,3452251 ,388481333 ,251685 ,665565 ,353762193 ,1829085 ,34502386 ,659978019 ,130304 ,477921 ,234909519 ,119258 ,2058191 ,465818419 ,260779 ,662520 ,238428542 ,150659 ,1570605 ,306171393 ,12245 ,13056 ,193941531 ,41765 ,73835 ,80304454 ,191 ,1248 ,2929584 ,6223 ,11806 ,4636664 ,125972 ,2592610 ,4026137603 ,23916 ,231492 ,915583927 ,117884 ,8075649 ,4946259386 
,　　パ－キンソン病,134758 ,600206 ,134758 ,4355922 ,1116061963 ,106252 ,161325 ,16319621 ,73616 ,96330 ,21610287 ,14650 ,40376 ,49796006 ,28096 ,252541 ,24675282 ,17315 ,49424 ,39823178 ,104328 ,2678655 ,80452763 ,6548 ,39956 ,14197366 ,16774 ,451946 ,103607990 ,7412 ,17158 ,5470305 ,8055 ,160247 ,19933829 ,664 ,850 ,24075317 ,734 ,1199 ,2983699 ,4 ,14 ,36590 ,344 ,652 ,248556 ,15721 ,376528 ,627854230 ,2134 ,28661 ,84679114 ,15114 ,1265321 ,700167683 
,　　アルツハイマ－病,379023 ,1646107 ,379023 ,9286196 ,2007866501 ,259432 ,420491 ,44460664 ,124751 ,168395 ,29266184 ,66453 ,207610 ,193456656 ,79557 ,657540 ,60229659 ,35782 ,96997 ,58008127 ,276438 ,5969675 ,127758506 ,17208 ,100126 ,30849224 ,5198 ,82125 ,15546987 ,105919 ,387573 ,148736939 ,14781 ,187231 ,25647863 ,737 ,964 ,3297260 ,799 ,1548 ,464195 ,6 ,12 ,10050 ,403 ,837 ,314732 ,36117 ,1000018 ,1256652377 ,423 ,4802 ,13112168 ,34989 ,2887633 ,1841451018 
,　　てんかん,240069 ,533045 ,240069 ,5457367 ,843593885 ,214483 ,277683 ,28993184 ,165317 ,232133 ,62289007 ,6685 ,14082 ,24800597 ,59266 ,388294 ,52196453 ,17939 ,43054 ,26130397 ,209785 ,3914388 ,70415506 ,7034 ,23681 ,16432001 ,9118 ,140226 ,33105605 ,40872 ,81113 ,26364499 ,7348 ,109619 ,20091457 ,512 ,691 ,11456051 ,843 ,1339 ,2875161 ,9 ,24 ,143420 ,367 ,681 ,272676 ,12315 ,193030 ,318581316 ,4943 ,37230 ,149445715 ,11952 ,629501 ,392500506 
,　　脳性麻痺及びその他の麻痺性症候群,48187 ,366085 ,48187 ,2079332 ,663920481 ,33792 ,77412 ,7213666 ,12545 ,17646 ,4393341 ,4010 ,12751 ,18613959 ,9247 ,93215 ,8936982 ,5558 ,17906 ,5151012 ,21537 ,1060290 ,15704630 ,1842 ,9248 ,4718581 ,26336 ,267590 ,59996667 ,931 ,1486 ,455375 ,9234 ,244426 ,33243888 ,330 ,387 ,6450371 ,863 ,1276 ,7237964 ,5 ,48 ,95790 ,72 ,137 ,46205 ,9535 ,272451 ,480835643 ,364 ,2967 ,10825457 ,9070 ,772766 ,489633171 
,　　自律神経系の障害,49800 ,120175 ,49800 ,1326002 ,182033057 ,46680 ,66074 ,8150528 ,22310 ,31748 ,4711582 ,1828 ,5476 ,10356097 ,10118 ,70885 ,7238325 ,2923 ,7869 ,3663883 ,43594 ,955077 ,13987846 ,3336 ,12910 ,3408870 ,1988 ,62238 ,14534396 ,7705 ,10155 ,2429667 ,2801 ,50475 ,10771371 ,140 ,126 ,682766 ,353 ,701 ,303298 ,2 ,2 ,31390 ,286 ,590 ,144684 ,2108 ,46834 ,85991446 ,387 ,4825 ,15626750 ,1911 ,142704 ,81743827 
,　　その他の神経系の疾患,1523988 ,3100998 ,1523988 ,28896992 ,4470255630 ,1449975 ,2204102 ,260573446 ,561681 ,763322 ,122568068 ,244011 ,290544 ,504516388 ,294012 ,1989776 ,235204632 ,172168 ,450315 ,220985596 ,1173403 ,19924301 ,351658768 ,94336 ,292000 ,165303477 ,59844 ,1054066 ,239026774 ,97940 ,165035 ,54971757 ,108440 ,818607 ,196482985 ,9862 ,10038 ,147979766 ,38173 ,67772 ,66440137 ,165 ,1148 ,2612344 ,4751 ,8909 ,3609811 ,50176 ,703749 ,1256222591 ,15665 ,153007 ,641894723 ,44848 ,2377724 ,1440763181 
,Ⅶ　眼及び付属器の疾患,8152019 ,9965978 ,8152019 ,71882895 ,9337509857 ,8043165 ,9593930 ,1262467841 ,1654962 ,1864033 ,135516949 ,43326 ,65788 ,106815107 ,7422038 ,39663126 ,3063938646 ,80521 ,193234 ,72540912 ,5679895 ,18659261 ,892041234 ,97885 ,163342 ,592215270 ,23040 ,183408 ,37282888 ,8600 ,17230 ,5657471 ,700807 ,915721 ,134883341 ,152735 ,185478 ,1680334787 ,50227 ,61046 ,32185120 ,168 ,1472 ,2842846 ,4686 ,9760 ,4404129 ,61429 ,220466 ,1050911990 ,13633 ,85216 ,263468490 ,54100 ,860565 ,551263558 
,　　結膜炎,1384028 ,1723608 ,1384028 ,12326521 ,1143760874 ,1353611 ,1627665 ,243379079 ,400021 ,476439 ,47508473 ,11990 ,22877 ,34375690 ,1128031 ,5010953 ,366272627 ,8315 ,20278 ,6020556 ,1214306 ,4763559 ,182750542 ,15853 ,38227 ,66844350 ,3131 ,37516 ,7607625 ,2957 ,6034 ,2079717 ,143364 ,261045 ,30609995 ,9123 ,10720 ,67873166 ,3190 ,4624 ,1814449 ,13 ,103 ,272160 ,456 ,973 ,411590 ,3165 ,45441 ,85838219 ,6 ,33 ,102448 ,2647 ,125096 ,74459991 
,　　白内障,928810 ,1267228 ,928810 ,10644800 ,1967960619 ,896640 ,1164453 ,123093551 ,225357 ,256088 ,20177046 ,8950 ,11557 ,18842772 ,811307 ,5798395 ,447919425 ,25492 ,59983 ,18565517 ,783849 ,3006623 ,123094781 ,18706 ,27725 ,69721966 ,1781 ,37635 ,7765906 ,1202 ,2235 ,746865 ,100750 ,140076 ,27505846 ,38501 ,48584 ,457571920 ,13923 ,17268 ,5886390 ,35 ,277 ,549086 ,1058 ,2256 ,958783 ,28927 ,69990 ,640897256 ,397 ,1635 ,4663369 ,24999 ,240339 ,156794482 
,　　屈折及び調節の障害,2658966 ,2977539 ,2658966 ,17805265 ,1927470179 ,2652321 ,2966152 ,474346911 ,321034 ,341639 ,15948976 ,5268 ,5774 ,10285261 ,2581806 ,11724978 ,887736865 ,9852 ,24249 ,9649400 ,1084161 ,2532717 ,144049667 ,10898 ,15317 ,59860786 ,6359 ,28631 ,5790460 ,987 ,1737 ,550025 ,102838 ,106830 ,13336042 ,23569 ,28523 ,224185262 ,6400 ,8197 ,3432063 ,23 ,188 ,356930 ,631 ,1391 ,618828 ,4723 ,18850 ,77297560 ,1 ,4 ,24881 ,3191 ,49419 ,31581529 
,　　その他の眼及び付属器の疾患,3180215 ,3997603 ,3180215 ,31106309 ,4298318185 ,3140593 ,3835660 ,421648300 ,708550 ,789867 ,51882454 ,17118 ,25580 ,43311384 ,2900894 ,17128800 ,1362009729 ,36862 ,88724 ,38305439 ,2597579 ,8356362 ,442146244 ,52428 ,82073 ,395788168 ,11769 ,79626 ,16118897 ,3454 ,7224 ,2280864 ,353855 ,407770 ,63431458 ,81542 ,97651 ,930704439 ,26714 ,30957 ,21052218 ,97 ,904 ,1664670 ,2541 ,5140 ,2414928 ,24614 ,86185 ,246878955 ,13229 ,83544 ,258677792 ,23263 ,445711 ,288427556 
,Ⅷ　耳及び乳様突起の疾患,1424761 ,2426932 ,1424761 ,14408053 ,1622165580 ,1389211 ,2296603 ,373898993 ,255662 ,356821 ,65317152 ,7449 ,9435 ,20915053 ,581346 ,1631070 ,330855556 ,59823 ,132808 ,62422500 ,915854 ,5651112 ,146580346 ,46428 ,105897 ,39452736 ,7079 ,56922 ,12340180 ,4010 ,6288 ,1695521 ,922386 ,4018039 ,170806469 ,27430 ,35138 ,116903826 ,3354 ,6053 ,14888529 ,56 ,480 ,1025526 ,2025 ,3781 ,1774652 ,11979 ,43293 ,86306159 ,9689 ,54232 ,176981764 ,12349 ,244165 ,159089475 
,　　外耳炎,239132 ,364685 ,239132 ,1824848 ,158313944 ,236024 ,357179 ,63554861 ,27529 ,33731 ,3969112 ,1018 ,1223 ,2248263 ,46535 ,121365 ,23415542 ,3632 ,8197 ,2561207 ,159093 ,568814 ,19223662 ,2110 ,4927 ,2449105 ,381 ,4763 ,1001100 ,189 ,291 ,85055 ,208601 ,715654 ,26044536 ,2348 ,2609 ,2774709 ,111 ,168 ,233970 ,9 ,82 ,119810 ,213 ,426 ,202536 ,252 ,4989 ,9139440 ,52 ,426 ,1291008 ,244 ,15137 ,9306911 
,　　その他の外耳疾患,262764 ,345988 ,262764 ,1482897 ,188273798 ,257691 ,333004 ,76011722 ,21038 ,25834 ,5168424 ,678 ,863 ,1515557 ,44654 ,109536 ,23361466 ,3577 ,8118 ,2043901 ,95207 ,369396 ,12411983 ,1228 ,3501 ,1518949 ,504 ,6705 ,1396805 ,164 ,827 ,201715 ,246066 ,613659 ,47034819 ,1518 ,1770 ,2337227 ,112 ,152 ,252892 ,3 ,18 ,21340 ,157 ,308 ,167204 ,369 ,9039 ,14300782 ,35 ,164 ,528991 ,362 ,26456 ,16670673 
,　　中耳炎,387763 ,829096 ,387763 ,4419853 ,456325869 ,368109 ,776006 ,118157656 ,93771 ,145701 ,32510115 ,1065 ,1467 ,4528802 ,153706 ,402784 ,86284166 ,13031 ,29354 ,8263141 ,284704 ,1266911 ,45464695 ,3701 ,8922 ,8070029 ,1037 ,7628 ,1682449 ,209 ,355 ,101505 ,289354 ,1739906 ,54162734 ,19537 ,26139 ,53149624 ,993 ,1433 ,6468018 ,14 ,117 ,182386 ,337 ,614 ,307462 ,1615 ,5958 ,12891197 ,1374 ,6528 ,24101680 ,1629 ,28667 ,18320808 
,　　その他の中耳及び乳様突起の疾患,70057 ,134059 ,70057 ,835882 ,111891517 ,69112 ,128760 ,15444642 ,8099 ,10053 ,1212189 ,276 ,298 ,675001 ,35235 ,88916 ,20731296 ,3960 ,8658 ,4342926 ,38958 ,222080 ,6223495 ,972 ,2308 ,1388285 ,133 ,1438 ,324485 ,116 ,228 ,57385 ,50777 ,363780 ,10615381 ,1398 ,1565 ,27911017 ,565 ,933 ,5209822 ,2 ,18 ,60840 ,427 ,574 ,347286 ,720 ,1195 ,2136135 ,708 ,5069 ,15211248 ,790 ,14885 ,9789531 
,　　メニエ－ル病,100410 ,163712 ,100410 ,1632321 ,113503280 ,99335 ,156270 ,20635807 ,32622 ,47712 ,7063268 ,923 ,1516 ,2269265 ,54472 ,192415 ,29746071 ,4530 ,9961 ,4943473 ,92122 ,1090429 ,18632231 ,16353 ,36135 ,4722955 ,286 ,3211 ,619763 ,1041 ,1452 ,453616 ,17630 ,83565 ,3556529 ,212 ,222 ,617042 ,444 ,910 ,209814 ,-,-,-,131 ,276 ,105322 ,1125 ,4233 ,7031075 ,790 ,4014 ,12897049 ,1147 ,20998 ,13456245 
,　　その他の内耳疾患,75545 ,130699 ,75545 ,1199774 ,198127625 ,73013 ,104811 ,17168109 ,26731 ,37727 ,7016443 ,1121 ,1395 ,2857447 ,41540 ,200536 ,28229373 ,14693 ,31400 ,20893558 ,60426 ,724491 ,12794957 ,12150 ,21282 ,6107240 ,739 ,10878 ,2368336 ,646 ,829 ,241470 ,8671 ,34443 ,4476141 ,259 ,314 ,3141649 ,326 ,554 ,580958 ,2 ,3 ,1920 ,219 ,434 ,171948 ,5332 ,9252 ,22253930 ,4497 ,21423 ,69824132 ,5417 ,71576 ,47527552 
,　　その他の耳疾患,289090 ,458693 ,289090 ,3012478 ,395729547 ,285927 ,440573 ,62926196 ,45872 ,56063 ,8377601 ,2368 ,2673 ,6820718 ,205204 ,515518 ,119087642 ,16400 ,37120 ,19374294 ,185344 ,1408991 ,31829323 ,9914 ,28822 ,15196173 ,3999 ,22299 ,4947242 ,1645 ,2306 ,554775 ,101287 ,467032 ,24916329 ,2158 ,2519 ,26972558 ,803 ,1903 ,1933055 ,26 ,242 ,639230 ,541 ,1149 ,472894 ,2566 ,8627 ,18553600 ,2233 ,16608 ,53127656 ,2760 ,66446 ,44017755 
,Ⅸ　循環器系の疾患,12315344 ,22771375 ,12315344 ,335310120 ,39423407028 ,11622941 ,16412154 ,1951920563 ,9759974 ,14153875 ,2663885969 ,448538 ,954237 ,1302605163 ,4167493 ,27790925 ,3203397083 ,1373587 ,3242929 ,1391500672 ,10958610 ,251932921 ,3902946286 ,701049 ,2002449 ,800149416 ,255649 ,10029406 ,2416728612 ,54092 ,111677 ,42991178 ,457579 ,2648872 ,1659494090 ,97408 ,151153 ,6199878913 ,99429 ,175182 ,328143040 ,1940 ,6186 ,8963852 ,51033 ,102497 ,45075615 ,327402 ,3901706 ,6931137348 ,161069 ,1691420 ,6572296954 ,324081 ,16167115 ,9684441011 
,　　高血圧性疾患,8262581 ,11881446 ,8262581 ,220453652 ,9889433198 ,8032140 ,11130487 ,1316015191 ,7323518 ,10611789 ,1955331814 ,240457 ,501726 ,601168244 ,2253331 ,14376731 ,1378396141 ,481872 ,1099286 ,274529303 ,7844269 ,179562089 ,2583707083 ,444650 ,1124521 ,311864243 ,37950 ,393207 ,71971446 ,27318 ,51912 ,22120073 ,232791 ,1113144 ,776959137 ,15076 ,12491 ,75670643 ,52971 ,99561 ,18825195 ,102 ,477 ,885358 ,27471 ,58185 ,24786365 ,18026 ,305049 ,434129580 ,1328 ,12589 ,42534962 ,17175 ,939872 ,551262554 
,　　虚血性心疾患,856699 ,1546506 ,856699 ,26578946 ,5125402727 ,791320 ,1166453 ,134765210 ,586568 ,869515 ,171699225 ,38700 ,64384 ,104061064 ,458414 ,3194766 ,533856350 ,167682 ,393486 ,195903219 ,722740 ,19935211 ,333658683 ,52503 ,126684 ,64629687 ,17710 ,231168 ,51987193 ,3206 ,7567 ,2583907 ,30889 ,177730 ,211147843 ,20995 ,33233 ,1947040409 ,6234 ,10228 ,42754053 ,304 ,876 ,1129800 ,4010 ,8052 ,3711044 ,46885 ,128589 ,261255175 ,39714 ,230610 ,1065215453 ,48834 ,882537 ,598325645 
,　　その他の心疾患,1236958 ,2988880 ,1236958 ,34785186 ,8555097808 ,1113332 ,1629911 ,195076568 ,805835 ,1192920 ,248171166 ,73819 ,153714 ,294374174 ,722381 ,5306662 ,738314203 ,277223 ,680759 ,190672752 ,962726 ,22991055 ,462467076 ,85572 ,289310 ,171966736 ,41512 ,745424 ,161114081 ,7238 ,17400 ,5824807 ,54492 ,435466 ,291291687 ,19156 ,40586 ,2231994083 ,11706 ,18406 ,89713628 ,756 ,1932 ,1936276 ,8279 ,14620 ,6637516 ,80525 ,692637 ,1282409011 ,48809 ,573510 ,2182783398 ,78920 ,3483342 ,2248663885 
,　　くも膜下出血,38156 ,276837 ,38156 ,1433920 ,1016694261 ,26227 ,34716 ,4739485 ,16265 ,24545 ,5859965 ,2491 ,7656 ,10084152 ,8911 ,78713 ,7396281 ,13247 ,31705 ,24601115 ,20952 ,496185 ,7412735 ,2125 ,11053 ,5978296 ,8316 ,452115 ,110836073 ,272 ,837 ,271485 ,3098 ,54200 ,11211344 ,1841 ,3746 ,223112100 ,1544 ,2747 ,24427225 ,42 ,67 ,11000 ,122 ,193 ,86828 ,9812 ,181538 ,318188627 ,3305 ,53887 ,262360324 ,9312 ,709076 ,393638024 
,　　脳内出血,133214 ,1030670 ,133214 ,6196832 ,2766889132 ,86618 ,135215 ,18098350 ,61221 ,92136 ,20029299 ,11652 ,33143 ,42497227 ,32415 ,312379 ,28862585 ,36742 ,92240 ,56309054 ,74532 ,1912410 ,29384086 ,8553 ,45986 ,19948546 ,36151 ,2529047 ,621740334 ,906 ,2686 ,817665 ,11698 ,172226 ,50874654 ,2270 ,3692 ,69224213 ,1599 ,2437 ,21034567 ,25 ,73 ,151680 ,424 ,702 ,297698 ,36282 ,721593 ,1294956010 ,9230 ,140764 ,491977966 ,34890 ,2657572 ,1498915530 
,　　脳　梗　塞,856298 ,3153773 ,856298 ,26997230 ,7022015750 ,709352 ,1034627 ,126110554 ,538547 ,767475 ,147227085 ,56414 ,149490 ,176598023 ,250004 ,1903641 ,187665438 ,197057 ,470509 ,320065389 ,649486 ,15024351 ,251059144 ,53737 ,235528 ,108007981 ,87582 ,5006029 ,1239786877 ,8467 ,18165 ,6944435 ,45501 ,405810 ,127713971 ,4797 ,6995 ,137905401 ,5786 ,10256 ,14277528 ,69 ,328 ,632200 ,2589 ,4749 ,1923401 ,89581 ,1565161 ,2758570543 ,28977 ,393799 ,1416935417 ,87908 ,5912099 ,3383957148 
,　　脳動脈硬化（症）,30299 ,43241 ,30299 ,647196 ,43789891 ,29649 ,40554 ,4626310 ,24446 ,33697 ,6537624 ,994 ,1264 ,1979152 ,14839 ,78540 ,10554894 ,2958 ,6780 ,3794835 ,26011 ,473657 ,8070265 ,1179 ,3139 ,1045744 ,132 ,2129 ,485059 ,143 ,332 ,172715 ,785 ,4523 ,2619489 ,36 ,39 ,185232 ,104 ,187 ,54336 ,1 ,2 ,6530 ,85 ,184 ,85300 ,125 ,2099 ,3347710 ,9 ,70 ,224696 ,117 ,6335 ,3725022 
,　　その他の脳血管疾患,242589 ,510254 ,242589 ,5211600 ,1362162691 ,223317 ,305247 ,36753292 ,131990 ,177709 ,35027940 ,6815 ,13724 ,18550082 ,75914 ,516793 ,60331078 ,96920 ,219792 ,192874510 ,156508 ,3291315 ,58959671 ,11019 ,38948 ,22527760 ,8946 ,369586 ,92326578 ,1556 ,3149 ,1137485 ,8942 ,62130 ,24884967 ,4430 ,5365 ,301331922 ,3177 ,4469 ,22645940 ,26 ,100 ,463420 ,928 ,1727 ,775548 ,13661 ,137575 ,247095649 ,7798 ,63942 ,246476583 ,14068 ,565015 ,342489709 
,　　動脈硬化（症）,141345 ,309935 ,141345 ,3452718 ,751696883 ,132847 ,231622 ,23766253 ,76709 ,110660 ,23340998 ,5871 ,7981 ,14153342 ,83608 ,519250 ,57380852 ,19063 ,44729 ,21187956 ,115929 ,2266485 ,41909901 ,11272 ,41984 ,15470618 ,4339 ,56278 ,11532695 ,449 ,1115 ,381521 ,15213 ,80029 ,83044843 ,4331 ,6469 ,243986824 ,3355 ,6498 ,8243881 ,58 ,128 ,129160 ,554 ,1045 ,478080 ,5983 ,31770 ,56264571 ,4827 ,46640 ,150425068 ,6434 ,212241 ,141584865 
,　　痔　核,223784 ,339225 ,223784 ,3080788 ,328815181 ,210371 ,287305 ,42078358 ,77850 ,102276 ,14020121 ,2802 ,6265 ,9342055 ,121699 ,393656 ,64988761 ,9736 ,25297 ,8031447 ,199112 ,2130588 ,42276280 ,8697 ,19526 ,14312413 ,685 ,14424 ,2990821 ,1077 ,2544 ,783146 ,32126 ,38547 ,9959263 ,9675 ,9770 ,40545709 ,4133 ,5489 ,4790919 ,78 ,882 ,2214462 ,3299 ,7234 ,3757646 ,5612 ,30692 ,53283638 ,1066 ,6275 ,15439980 ,5220 ,91068 ,57008248 
,　　低血圧（症）,23902 ,42371 ,23902 ,396488 ,54621998 ,22972 ,34092 ,5059994 ,8088 ,11273 ,2436293 ,584 ,1237 ,2191194 ,7730 ,55577 ,6265695 ,2569 ,6057 ,2729964 ,17529 ,261589 ,4413410 ,1773 ,3824 ,1861968 ,316 ,5402 ,1156956 ,1878 ,2799 ,949546 ,910 ,6341 ,7484557 ,114 ,150 ,1874523 ,99 ,167 ,365980 ,4 ,34 ,50446 ,72 ,145 ,61856 ,644 ,5674 ,9905282 ,343 ,2124 ,7814313 ,633 ,20953 ,13373842 
,　　その他の循環器系の疾患,269519 ,648237 ,269519 ,6075564 ,2506787508 ,244796 ,381925 ,44830998 ,108937 ,159880 ,34204439 ,7939 ,13653 ,27606454 ,138247 ,1054217 ,129384805 ,68518 ,172289 ,100801128 ,168816 ,3587986 ,79627952 ,19969 ,61946 ,62535424 ,12010 ,224597 ,50800499 ,1582 ,3171 ,1004393 ,21134 ,98726 ,62302335 ,14687 ,28617 ,927007854 ,8721 ,14737 ,81009788 ,475 ,1287 ,1353520 ,3200 ,5661 ,2474333 ,20266 ,99329 ,211731552 ,15663 ,167210 ,690108794 ,20570 ,687005 ,451496539 
,Ⅹ　呼吸器系の疾患,11643749 ,19309833 ,11643749 ,140551351 ,18181530578 ,10656629 ,15257897 ,2899774197 ,4846317 ,7119850 ,1507631750 ,163983 ,271437 ,789029067 ,2691938 ,13925187 ,1658941072 ,964115 ,2308900 ,522177663 ,10096455 ,81337452 ,1940250626 ,532491 ,1407689 ,605880424 ,86317 ,1669032 ,343649981 ,36132 ,66454 ,23061244 ,3554589 ,14365487 ,711220655 ,42268 ,64334 ,387960428 ,25662 ,51024 ,82824742 ,699 ,4182 ,7512786 ,27914 ,50678 ,20165763 ,174036 ,1563567 ,2932101407 ,103788 ,1087254 ,3748659965 ,166180 ,6365164 ,3902712436 
,　　急性鼻咽頭炎［かぜ］<感冒>,460365 ,700731 ,460365 ,4453907 ,378237073 ,400391 ,594626 ,127107895 ,179422 ,264309 ,69858256 ,3211 ,5449 ,10424445 ,71516 ,299316 ,36176220 ,12826 ,28351 ,6422546 ,358663 ,2657832 ,58232511 ,13610 ,29176 ,11983093 ,1127 ,13633 ,2634426 ,3156 ,6299 ,2185401 ,170342 ,539024 ,31805782 ,1528 ,1896 ,3726619 ,1390 ,3193 ,653840 ,21 ,185 ,447294 ,409 ,851 ,281065 ,639 ,8776 ,12234735 ,213 ,984 ,4062896 ,598 ,27060 ,17070986 
,　　急性咽頭炎及び急性扁桃炎,1030608 ,1441601 ,1030608 ,9569833 ,864882582 ,926596 ,1249466 ,294468189 ,438632 ,635893 ,138210803 ,5037 ,9339 ,16666030 ,226361 ,1048750 ,107887455 ,26272 ,59089 ,12688738 ,900017 ,5980581 ,136630846 ,58784 ,98369 ,32053750 ,1491 ,16959 ,3192864 ,2318 ,4541 ,1655185 ,128213 ,428637 ,26813618 ,1528 ,1608 ,6890287 ,1871 ,4627 ,2311270 ,48 ,382 ,700300 ,891 ,1808 ,758363 ,4041 ,14882 ,26378377 ,3227 ,14867 ,57576262 ,4130 ,68963 ,44495238 
,　　その他の急性上気道感染症,2566018 ,3629261 ,2566018 ,22547376 ,1895463857 ,2333518 ,3251513 ,706150970 ,855822 ,1216512 ,283135309 ,9874 ,16214 ,27286322 ,511312 ,1733357 ,265147531 ,117184 ,250420 ,44811486 ,2218640 ,11435418 ,295448399 ,71172 ,121510 ,33445516 ,2474 ,23580 ,4468571 ,3384 ,6652 ,2316965 ,1084931 ,4445941 ,139448269 ,6273 ,7537 ,13110198 ,2577 ,5768 ,1418559 ,50 ,407 ,762044 ,1366 ,2881 ,1159212 ,3499 ,16942 ,28718879 ,2694 ,12627 ,48635835 ,3268 ,69890 ,44575104 
,　　肺　　炎,239020 ,1357656 ,239020 ,8649599 ,3419761645 ,175844 ,314628 ,57735569 ,111668 ,202478 ,50582934 ,10291 ,20251 ,54603024 ,134976 ,1736971 ,152283301 ,143869 ,429633 ,110248715 ,169566 ,3510993 ,73979665 ,53916 ,346492 ,156404878 ,25611 ,575589 ,119550595 ,1347 ,4365 ,1122271 ,37521 ,464860 ,84969088 ,3441 ,7959 ,34383512 ,832 ,1450 ,2052146 ,161 ,723 ,974822 ,4136 ,7324 ,2255294 ,68335 ,659226 ,1235800740 ,35468 ,366526 ,1282593124 ,64995 ,2406172 ,1500423970 
,　　急性気管支炎及び急性細気管支炎,1691410 ,2496591 ,1691410 ,15143636 ,1502204395 ,1448618 ,2017028 ,479529472 ,777817 ,1175623 ,292249461 ,9346 ,19289 ,35662690 ,295155 ,1596202 ,151921828 ,130895 ,286348 ,45286481 ,1429179 ,9397497 ,225958440 ,85806 ,144880 ,34966998 ,2256 ,27905 ,5743479 ,1489 ,3315 ,1166784 ,160037 ,403191 ,32333582 ,1261 ,1519 ,6434696 ,1363 ,2868 ,955269 ,24 ,193 ,297060 ,1359 ,2963 ,1003988 ,7154 ,34465 ,65133839 ,5522 ,30268 ,123559736 ,6653 ,147265 ,93124344 
,　　アレルギ－性鼻炎,2129975 ,2900147 ,2129975 ,25469057 ,1450520851 ,2088008 ,2828312 ,445552372 ,602687 ,797010 ,117644447 ,25709 ,29988 ,57858065 ,421088 ,1598979 ,250981736 ,84126 ,178919 ,33830624 ,1954387 ,15933568 ,333155553 ,48144 ,96930 ,36947676 ,3826 ,29737 ,5819579 ,13238 ,19990 ,7070065 ,1083477 ,3924453 ,113567393 ,8039 ,9843 ,23158396 ,3101 ,5976 ,2741772 ,34 ,268 ,555946 ,1426 ,2995 ,1183635 ,971 ,11311 ,18533247 ,127 ,694 ,1919697 ,852 ,32044 ,20388536 
