平成２７年　社会医療診療行為別統計　平成２７年６月審査分,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第７表　医科診療　件数・診療実日数・実施件数・回数・点数，入院－入院外、傷病（中分類）、診療行為（大分類）別,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：１）「件数」は、明細書の数である。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：２）「実施件数」は、当該診療行為が実施された明細書の数である。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：３）「回数」は、当該診療行為が実施された延べ算定回数である。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：４）総数には、「療養担当手当等」、「合算薬剤料」、「補正点数」を含む。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：５）総数には、入院時食事療養等を含まない。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：６）総数には、「ⅩⅩ　傷病及び死亡の外因」、「ⅩⅩⅠ　健康状態に影響を及ぼす要因及び保健サービスの利用」、「ⅩⅩⅡ　特殊目的用コード」、「不詳」を含む。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,件数,診療実日数,総数,,,初   ・  再 診,,,医 学 管 理 等,,,在　宅　医　療,,,検　　　　　査,,,画　像　診　断,,,投　　　　　薬,,,注　　　　　射,,,リハビリテーション,,,精神科専門療法,,,処　　　　　置,,,手　　　　　術,,,麻　　　　　酔,,,放 射 線 治 療,,,病  理  診  断,,,入  院  料  等,,,診断群分類による包括評価等,,,入院時食事療養等(別掲),,
,　　その他の精神及び行動の障害,294720 ,804900 ,294720 ,4851562 ,946634217 ,270329 ,404525 ,42413479 ,65539 ,83230 ,21023378 ,4142 ,8885 ,15308144 ,44951 ,270731 ,30026903 ,9873 ,29764 ,14873215 ,167197 ,2911749 ,65914655 ,5900 ,34682 ,13849870 ,51721 ,336615 ,77285252 ,154633 ,312043 ,114215635 ,5936 ,72555 ,9986549 ,357 ,644 ,5585692 ,279 ,512 ,1112932 ,25 ,178 ,308174 ,224 ,477 ,189318 ,14613 ,381903 ,525971980 ,185 ,2554 ,8481733 ,14167 ,1085743 ,702234160 
,Ⅵ　神経系の疾患,2309908 ,6237316 ,2309908 ,52070963 ,9059806195 ,2059625 ,3178101 ,362238165 ,954630 ,1316137 ,240427400 ,311022 ,509566 ,756264855 ,469329 ,3384781 ,374993527 ,246728 ,656314 ,343982050 ,1797145 ,35541460 ,686879984 ,132974 ,504258 ,227343546 ,116801 ,1947351 ,440139508 ,246614 ,606822 ,219148123 ,152278 ,1563264 ,302118375 ,12439 ,12904 ,195549640 ,42727 ,77077 ,80540238 ,219 ,1291 ,3290842 ,6104 ,11650 ,4442162 ,123376 ,2543191 ,3942831164 ,22974 ,215615 ,877754117 ,115138 ,7871441 ,4956555700 
,　　パ－キンソン病,129886 ,599358 ,129886 ,4421708 ,1106113841 ,102092 ,157169 ,15846339 ,74330 ,97755 ,22012936 ,13317 ,35436 ,42869072 ,27278 ,248576 ,23746975 ,16934 ,48773 ,36863671 ,101636 ,2771146 ,81826302 ,6842 ,42394 ,15292143 ,16554 ,426049 ,98021472 ,7132 ,16004 ,5193576 ,8549 ,164460 ,20952388 ,662 ,906 ,22322805 ,812 ,1382 ,2090375 ,8 ,34 ,62770 ,337 ,646 ,226632 ,15828 ,384268 ,637920494 ,1961 ,26652 ,80613257 ,15208 ,1285691 ,743876314 
,　　アルツハイマ－病,360149 ,1568276 ,360149 ,9243481 ,1943977039 ,252097 ,412135 ,43727874 ,123280 ,168789 ,27813017 ,58907 ,177763 ,199126046 ,76040 ,632694 ,57677099 ,34917 ,94192 ,57623399 ,269577 ,6070678 ,137508955 ,16847 ,101313 ,31069013 ,5042 ,83431 ,16208933 ,98912 ,346065 ,134347907 ,15095 ,190680 ,25096583 ,746 ,962 ,4052117 ,876 ,1605 ,587888 ,3 ,20 ,85030 ,383 ,797 ,296322 ,34680 ,957651 ,1196058504 ,415 ,4414 ,12331204 ,33456 ,2760241 ,1780512310 
,　　てんかん,233754 ,528420 ,233754 ,5572969 ,843743072 ,208028 ,272553 ,28281788 ,160372 ,227113 ,60483776 ,6158 ,12391 ,23378939 ,58609 ,383086 ,50381377 ,17637 ,41887 ,25358028 ,204538 ,4049615 ,70919488 ,6862 ,24428 ,14568946 ,9022 ,139620 ,33269141 ,39157 ,78499 ,25515435 ,7319 ,108059 ,20864755 ,590 ,729 ,15883373 ,823 ,1233 ,3480215 ,25 ,95 ,342750 ,379 ,705 ,259760 ,12440 ,195333 ,316089249 ,5228 ,37458 ,154355308 ,12028 ,631127 ,404866286 
,　　脳性麻痺及びその他の麻痺性症候群,47446 ,362873 ,47446 ,2041770 ,646530691 ,33325 ,76611 ,7132040 ,12400 ,17487 ,4181598 ,3740 ,11498 ,17046199 ,8869 ,88566 ,8355471 ,5138 ,16640 ,4937355 ,21451 ,1063293 ,15789331 ,1837 ,9526 ,4081668 ,26014 ,256047 ,57252336 ,839 ,1378 ,421275 ,8895 ,225501 ,29979819 ,311 ,397 ,6321213 ,793 ,1242 ,6488777 ,4 ,9 ,132960 ,76 ,141 ,44770 ,9410 ,270312 ,474607255 ,305 ,2787 ,9703488 ,8981 ,767941 ,500517602 
,　　自律神経系の障害,51440 ,121591 ,51440 ,1400745 ,174198029 ,48491 ,70212 ,8639721 ,23448 ,33592 ,4845031 ,1684 ,4976 ,9256941 ,10287 ,70689 ,7183601 ,2762 ,7480 ,3134769 ,45544 ,1031842 ,15725970 ,3635 ,14078 ,3357885 ,1896 ,56682 ,13191835 ,7734 ,10287 ,2435625 ,2958 ,50395 ,10886405 ,142 ,125 ,443520 ,345 ,665 ,333698 ,3 ,6 ,10850 ,285 ,611 ,160662 ,1968 ,45534 ,82758839 ,310 ,3570 ,11740820 ,1784 ,135602 ,82461638 
,　　その他の神経系の疾患,1487233 ,3056798 ,1487233 ,29390290 ,4345243523 ,1415592 ,2189421 ,258610403 ,560800 ,771401 ,121091042 ,227216 ,267502 ,464587658 ,288246 ,1961170 ,227649004 ,169340 ,447342 ,216064828 ,1154399 ,20554886 ,365109938 ,96951 ,312519 ,158973891 ,58273 ,985522 ,222195791 ,92840 ,154589 ,51234305 ,109462 ,824169 ,194338425 ,9988 ,9785 ,146526612 ,39078 ,70950 ,67559285 ,176 ,1127 ,2656482 ,4644 ,8750 ,3454016 ,49050 ,690093 ,1235396823 ,14755 ,140734 ,609010040 ,43681 ,2290839 ,1444321550 
,Ⅶ　眼及び付属器の疾患,8083876 ,9918945 ,8083876 ,71335615 ,9174106833 ,7976758 ,9542063 ,1258770782 ,1643054 ,1855936 ,133297905 ,42564 ,63427 ,106522599 ,7340735 ,38661885 ,2962355189 ,78732 ,188529 ,70450365 ,5624765 ,19173662 ,901659529 ,96276 ,171455 ,573896947 ,21963 ,173514 ,35513051 ,8457 ,17180 ,5833447 ,717662 ,931039 ,135822703 ,147471 ,177682 ,1560928162 ,47660 ,57738 ,30670835 ,174 ,1367 ,2611060 ,4543 ,9470 ,4153690 ,58814 ,229347 ,1135859922 ,12419 ,81045 ,254931975 ,53048 ,884193 ,571565554 
,　　結膜炎,1401225 ,1760735 ,1401225 ,12673351 ,1165283417 ,1370160 ,1660572 ,250132737 ,409215 ,488916 ,48184919 ,11715 ,21987 ,34407241 ,1139987 ,5030938 ,364370842 ,8412 ,20705 ,6084182 ,1229865 ,5023816 ,191837600 ,16326 ,43326 ,69970299 ,3159 ,37369 ,7600500 ,2835 ,5960 ,2082237 ,149501 ,272934 ,31498345 ,8972 ,10597 ,62985829 ,3205 ,4807 ,1906704 ,24 ,198 ,373200 ,468 ,988 ,395918 ,3337 ,50189 ,93293732 ,4 ,16 ,47037 ,2896 ,137770 ,84675964 
,　　白内障,924387 ,1263237 ,924387 ,10621622 ,1979876934 ,893405 ,1158435 ,122845973 ,225184 ,256688 ,19889864 ,8705 ,11104 ,18899911 ,802795 ,5696788 ,436617273 ,24962 ,59106 ,17951867 ,785222 ,3091858 ,124569478 ,18943 ,30179 ,63022257 ,1737 ,34298 ,7224833 ,1157 ,2385 ,761555 ,104518 ,143646 ,27175307 ,37252 ,46589 ,427523795 ,13300 ,16263 ,5709345 ,37 ,362 ,751156 ,1011 ,2159 ,902044 ,27410 ,71518 ,705271044 ,98 ,234 ,606722 ,24137 ,246737 ,161412272 
,　　屈折及び調節の障害,2659515 ,2980451 ,2659515 ,17524045 ,1877984723 ,2652931 ,2969000 ,470026651 ,316484 ,337271 ,15428058 ,5176 ,5550 ,10065698 ,2579292 ,11419740 ,861199838 ,9754 ,23936 ,9222293 ,1071557 ,2560594 ,143299808 ,10535 ,15845 ,53586556 ,5938 ,26960 ,5453709 ,1000 ,1793 ,584325 ,106119 ,107189 ,13672329 ,22978 ,27553 ,209841357 ,6041 ,7642 ,3064890 ,19 ,127 ,211730 ,618 ,1315 ,558796 ,4565 ,19396 ,81561493 ,2 ,16 ,53660 ,3215 ,51634 ,33066510 
,　　その他の眼及び付属器の疾患,3098749 ,3914522 ,3098749 ,30516597 ,4150961759 ,3060262 ,3754056 ,415765421 ,692171 ,773061 ,49795064 ,16968 ,24786 ,43149749 ,2818661 ,16514419 ,1300167236 ,35604 ,84782 ,37192023 ,2538121 ,8497394 ,441952643 ,50472 ,82105 ,387317835 ,11129 ,74887 ,15234009 ,3465 ,7042 ,2405330 ,357524 ,407270 ,63476722 ,78269 ,92943 ,860577181 ,25114 ,29026 ,19989896 ,94 ,680 ,1274974 ,2446 ,5008 ,2296932 ,23502 ,88244 ,255733653 ,12315 ,80779 ,254224556 ,22800 ,448052 ,292410808 
,Ⅷ　耳及び乳様突起の疾患,1422153 ,2438695 ,1422153 ,14676785 ,1608426913 ,1387253 ,2312903 ,374148494 ,255828 ,355570 ,61843014 ,7209 ,9294 ,20320043 ,584188 ,1609945 ,328607819 ,61568 ,137805 ,64444368 ,911424 ,5856694 ,151792047 ,49233 ,115060 ,38834797 ,6644 ,52326 ,11158973 ,4032 ,6221 ,1678672 ,916338 ,4077547 ,171693065 ,27952 ,35540 ,112391094 ,3421 ,6196 ,14933125 ,58 ,402 ,743732 ,1987 ,3724 ,1692696 ,11483 ,49092 ,96370412 ,8939 ,48401 ,157521533 ,11876 ,246128 ,161458676 
,　　外耳炎,235043 ,359344 ,235043 ,1823630 ,156769559 ,232023 ,352684 ,62557612 ,27620 ,33766 ,3782740 ,983 ,1263 ,2407069 ,45613 ,117132 ,22604232 ,3634 ,8322 ,2564887 ,156579 ,587210 ,19361208 ,2212 ,5176 ,3364666 ,337 ,3833 ,796991 ,186 ,361 ,102960 ,205081 ,705686 ,25893108 ,2282 ,2553 ,3268015 ,141 ,213 ,278951 ,2 ,16 ,39530 ,216 ,433 ,205316 ,217 ,4741 ,8830639 ,36 ,233 ,684259 ,210 ,13667 ,8752762 
,　　その他の外耳疾患,252754 ,333276 ,252754 ,1411886 ,182785777 ,247933 ,320790 ,73539375 ,20277 ,24676 ,4883073 ,644 ,888 ,1448112 ,43013 ,101702 ,22302222 ,3688 ,8382 ,2168052 ,88806 ,348660 ,11426914 ,1304 ,3422 ,1834872 ,553 ,7669 ,1601973 ,140 ,219 ,63115 ,236334 ,584149 ,45296416 ,1411 ,1679 ,2294199 ,113 ,182 ,267013 ,7 ,55 ,68650 ,145 ,286 ,133456 ,362 ,8964 ,14914487 ,36 ,161 ,530649 ,362 ,26599 ,17051596 
,　　中耳炎,390081 ,834897 ,390081 ,4526935 ,456659354 ,371403 ,784176 ,118058795 ,93661 ,143979 ,30869598 ,1105 ,1410 ,4470833 ,153745 ,390258 ,84902050 ,13398 ,30183 ,8476923 ,284133 ,1331813 ,46982946 ,4076 ,10012 ,6898751 ,1012 ,7118 ,1523966 ,211 ,421 ,148855 ,291721 ,1784968 ,54562025 ,20240 ,26766 ,55023951 ,979 ,1457 ,6360025 ,12 ,83 ,95300 ,304 ,540 ,281283 ,1615 ,7369 ,15267338 ,1290 ,6369 ,22677706 ,1672 ,33153 ,21303426 
,　　その他の中耳及び乳様突起の疾患,73587 ,143289 ,73587 ,899291 ,114803982 ,72591 ,137320 ,16569211 ,8724 ,10740 ,1212861 ,269 ,306 ,793530 ,36672 ,90334 ,21367664 ,4319 ,9476 ,4621207 ,41013 ,239914 ,6500623 ,1030 ,2683 ,1336149 ,121 ,1081 ,235310 ,116 ,244 ,61660 ,54076 ,397322 ,11710645 ,1416 ,1575 ,26579443 ,549 ,894 ,4924695 ,3 ,10 ,9500 ,405 ,540 ,305740 ,716 ,1510 ,2927578 ,704 ,5340 ,15646406 ,804 ,16961 ,11174032 
,　　メニエ－ル病,103046 ,170844 ,103046 ,1738201 ,115705985 ,101887 ,163605 ,21652668 ,34050 ,50533 ,7254748 ,903 ,1518 ,2222344 ,55374 ,196800 ,30119216 ,4910 ,11396 ,5559252 ,94574 ,1173553 ,20365280 ,17750 ,40324 ,4699251 ,298 ,3301 ,624058 ,1013 ,1390 ,440865 ,18069 ,86162 ,4166709 ,221 ,205 ,732789 ,483 ,990 ,233991 ,2 ,11 ,16720 ,148 ,313 ,122414 ,996 ,5388 ,8811318 ,574 ,2709 ,8683785 ,1004 ,20843 ,13274782 
,　　その他の内耳疾患,72636 ,126436 ,72636 ,1186373 ,187598517 ,69449 ,101611 ,16589874 ,25729 ,36129 ,5811666 ,995 ,1285 ,2536190 ,39869 ,194185 ,27038815 ,14520 ,31093 ,20802646 ,58105 ,725732 ,13318707 ,12399 ,22774 ,6113554 ,596 ,8465 ,1815036 ,617 ,834 ,245000 ,8176 ,33662 ,5052260 ,259 ,278 ,2564770 ,330 ,585 ,588054 ,4 ,26 ,48804 ,255 ,526 ,204180 ,5152 ,10636 ,24128840 ,4297 ,18552 ,60727968 ,5209 ,67013 ,44806558 
,　　その他の耳疾患,295006 ,470609 ,295006 ,3090469 ,394103739 ,291967 ,452717 ,65180959 ,45767 ,55747 ,8028328 ,2310 ,2624 ,6441965 ,209902 ,519534 ,120273620 ,17099 ,38953 ,20251401 ,188214 ,1449812 ,33836369 ,10462 ,30669 ,14587554 ,3727 ,20859 ,4561639 ,1749 ,2752 ,616217 ,102881 ,485598 ,25011902 ,2123 ,2484 ,21927927 ,826 ,1875 ,2280396 ,28 ,201 ,465228 ,514 ,1086 ,440307 ,2425 ,10484 ,21490212 ,2002 ,15037 ,48570760 ,2615 ,67892 ,45095520 
,Ⅸ　循環器系の疾患,12042174 ,22749600 ,12042174 ,344434967 ,38493761354 ,11368697 ,16468452 ,1945697899 ,9558217 ,14081389 ,2615167958 ,426735 ,881115 ,1306719909 ,4069084 ,27352188 ,3081971782 ,1333236 ,3187843 ,1358901167 ,10777850 ,261740294 ,4159580010 ,731897 ,2233484 ,825792688 ,248527 ,9553127 ,2305738888 ,52344 ,109975 ,42612968 ,474701 ,2830987 ,1634360568 ,91657 ,141828 ,5653919116 ,100708 ,183051 ,311291634 ,2096 ,6933 ,9843074 ,50110 ,100975 ,43709512 ,318153 ,4014836 ,7020388044 ,148610 ,1546443 ,6171163735 ,315470 ,16075221 ,9898561196 
,　　高血圧性疾患,8095259 ,11948020 ,8095259 ,226406886 ,9991770580 ,7879510 ,11228677 ,1320677768 ,7174380 ,10585754 ,1935745893 ,225910 ,458284 ,593108655 ,2215022 ,14128708 ,1343616445 ,474030 ,1084024 ,269152251 ,7700811 ,185602883 ,2771733362 ,463393 ,1236022 ,307088620 ,38229 ,385975 ,71019044 ,26063 ,50263 ,21553630 ,241032 ,1147823 ,761898270 ,15232 ,12138 ,74218615 ,55104 ,105643 ,19566196 ,134 ,496 ,1145048 ,27351 ,57765 ,24483089 ,18309 ,310706 ,435362587 ,1279 ,11338 ,39808077 ,17499 ,956285 ,566646294 
,　　虚血性心疾患,836914 ,1530522 ,836914 ,27672788 ,4945697694 ,772937 ,1162272 ,132348936 ,575518 ,864298 ,164729102 ,37839 ,61820 ,108080186 ,442346 ,3124584 ,504792501 ,157850 ,376517 ,184910382 ,717595 ,21138275 ,357566319 ,55876 ,146003 ,66602337 ,15945 ,207759 ,46752516 ,2997 ,7391 ,2650702 ,32246 ,184817 ,208432028 ,19066 ,30888 ,1869910375 ,6377 ,10971 ,37835432 ,317 ,926 ,1084460 ,3963 ,7951 ,3514386 ,44020 ,148463 ,289530145 ,35933 ,199607 ,966645185 ,45961 ,859950 ,584394562 
,　　その他の心疾患,1175145 ,2870610 ,1175145 ,35168666 ,7887557469 ,1055251 ,1579240 ,186263576 ,770225 ,1151946 ,233130575 ,70109 ,140471 ,299969087 ,688620 ,5151269 ,692138358 ,261067 ,657386 ,181761607 ,932171 ,23755955 ,459035992 ,87469 ,319333 ,175703618 ,37001 ,655251 ,143409369 ,7091 ,17681 ,6028414 ,55966 ,463209 ,296961055 ,17554 ,36994 ,1896690491 ,10821 ,17731 ,78794271 ,783 ,2218 ,2021046 ,7894 ,14202 ,6203105 ,75888 ,697836 ,1261536986 ,43942 ,507307 ,1965915744 ,74182 ,3296015 ,2160512588 
,　　くも膜下出血,37749 ,276718 ,37749 ,1466149 ,1003466295 ,25792 ,34909 ,4729871 ,16357 ,24677 ,5786182 ,2419 ,7220 ,9848416 ,9043 ,86633 ,7975089 ,13249 ,32542 ,24923911 ,21071 ,521108 ,8219327 ,2398 ,13947 ,7466826 ,8257 ,439497 ,108118910 ,262 ,906 ,314905 ,3409 ,62888 ,12252837 ,1852 ,3811 ,214890669 ,1483 ,2675 ,23497302 ,47 ,97 ,95640 ,120 ,200 ,83414 ,9629 ,182611 ,320914558 ,3138 ,52382 ,254197407 ,9226 ,709301 ,420079466 
,　　脳内出血,132587 ,1032495 ,132587 ,6331314 ,2718095354 ,86372 ,139855 ,18419728 ,61714 ,92448 ,20000309 ,11067 ,30624 ,40758061 ,32930 ,329418 ,29425436 ,37499 ,96589 ,57886580 ,75773 ,2076371 ,32867057 ,9216 ,53656 ,21684623 ,36064 ,2443295 ,601584409 ,891 ,2908 ,938360 ,12493 ,199290 ,52786158 ,2304 ,3571 ,62837030 ,1540 ,2359 ,19108086 ,42 ,117 ,386340 ,487 ,815 ,328606 ,35624 ,729098 ,1299957347 ,8650 ,130803 ,458519598 ,34392 ,2646576 ,1570627348 
,　　脳　梗　塞,864245 ,3215795 ,864245 ,28120049 ,7021784250 ,715028 ,1070173 ,129474420 ,542861 ,779650 ,146783387 ,55647 ,141825 ,181554342 ,256716 ,1990206 ,191604414 ,200588 ,484360 ,326156836 ,659856 ,16123540 ,286748314 ,57653 ,273759 ,127912766 ,87223 ,4759962 ,1178145394 ,8368 ,17348 ,6558300 ,49458 ,468792 ,128998058 ,4760 ,6716 ,112428234 ,6226 ,11619 ,16066937 ,64 ,258 ,447490 ,2505 ,4756 ,1894444 ,89604 ,1618142 ,2803227828 ,27384 ,368753 ,1381794219 ,87969 ,6000005 ,3552018338 
,　　脳動脈硬化（症）,28103 ,41198 ,28103 ,637051 ,41447087 ,27407 ,38081 ,4349628 ,22706 ,31650 ,6037323 ,978 ,1226 ,2084008 ,13731 ,72108 ,9462440 ,2747 ,6270 ,3592737 ,24214 ,474650 ,7990422 ,1100 ,3533 ,945647 ,133 ,2028 ,431730 ,160 ,284 ,127565 ,782 ,4284 ,2220284 ,34 ,40 ,553696 ,141 ,334 ,94050 ,-,-,-,67 ,139 ,58340 ,129 ,2389 ,3382070 ,5 ,33 ,114148 ,128 ,7621 ,4609816 
,　　その他の脳血管疾患,233271 ,510569 ,233271 ,5358933 ,1344390766 ,213871 ,297690 ,35821517 ,127303 ,172450 ,33596610 ,6274 ,11860 ,17679593 ,73499 ,506133 ,57335298 ,92164 ,211442 ,183066359 ,151958 ,3447047 ,63996898 ,11461 ,44268 ,23275231 ,9135 ,370129 ,91908059 ,1537 ,3393 ,1222505 ,9581 ,72558 ,28263109 ,4198 ,5060 ,279725540 ,3063 ,4324 ,21874749 ,32 ,128 ,364580 ,895 ,1624 ,698664 ,13817 ,149606 ,265096627 ,7464 ,61103 ,240442557 ,14215 ,590201 ,368999824 
,　　動脈硬化（症）,142167 ,312000 ,142167 ,3582938 ,707307945 ,133922 ,232658 ,24056078 ,76715 ,110663 ,21855873 ,5671 ,7798 ,14445227 ,83026 ,528041 ,56706794 ,18312 ,45127 ,21149218 ,117850 ,2379947 ,46944911 ,12085 ,48092 ,18823063 ,4387 ,59267 ,12029813 ,498 ,1093 ,309765 ,15637 ,77442 ,66776818 ,3919 ,5832 ,211971634 ,3552 ,6930 ,8268022 ,48 ,105 ,58320 ,500 ,934 ,396319 ,5649 ,36175 ,62447397 ,4308 ,42797 ,140957108 ,6082 ,212524 ,142898712 
,　　痔　核,219181 ,335692 ,219181 ,3149261 ,324597508 ,206572 ,285429 ,41931522 ,78235 ,103120 ,13725997 ,2787 ,6260 ,9979820 ,118280 ,392677 ,63750076 ,9565 ,25129 ,7844408 ,195378 ,2200936 ,43523295 ,8987 ,21326 ,16911990 ,720 ,13428 ,2757230 ,1095 ,2617 ,871185 ,32468 ,40212 ,10487020 ,8802 ,8954 ,36642437 ,3676 ,5106 ,4262246 ,101 ,1146 ,2841060 ,3212 ,7080 ,3672340 ,5096 ,30860 ,52790855 ,936 ,4968 ,12535610 ,4810 ,89117 ,56093068 
,　　低血圧（症）,23726 ,43639 ,23726 ,429004 ,56753632 ,22688 ,34883 ,5095627 ,8391 ,11950 ,2433448 ,537 ,1093 ,2213868 ,7707 ,56038 ,6207720 ,2582 ,6073 ,2626130 ,17666 ,290463 ,4837545 ,1927 ,4555 ,1742715 ,263 ,5081 ,1112869 ,1822 ,2920 ,1035727 ,1003 ,7014 ,8870689 ,133 ,166 ,1475709 ,123 ,198 ,349895 ,3 ,25 ,50530 ,118 ,267 ,140968 ,698 ,6276 ,10830975 ,363 ,2000 ,7724632 ,689 ,22104 ,14156836 
,　　その他の循環器系の疾患,253827 ,632342 ,253827 ,6111928 ,2450892774 ,229347 ,364585 ,42529228 ,103812 ,152783 ,31343259 ,7497 ,12634 ,26998646 ,128164 ,986373 ,118957211 ,63583 ,162384 ,95830748 ,163507 ,3729119 ,76116568 ,20332 ,68990 ,57635252 ,11170 ,211455 ,48469545 ,1560 ,3171 ,1001910 ,20626 ,102658 ,56414242 ,13803 ,27658 ,892574686 ,8602 ,15161 ,81574448 ,525 ,1417 ,1348560 ,2998 ,5242 ,2235837 ,19690 ,102674 ,215310669 ,15208 ,165352 ,702509450 ,20317 ,685522 ,457524344 
,Ⅹ　呼吸器系の疾患,11530775 ,19346855 ,11530775 ,144477139 ,18286441253 ,10577162 ,15300908 ,2898717066 ,4812016 ,7092341 ,1445081651 ,160698 ,261365 ,782075090 ,2621838 ,13365479 ,1622921196 ,940513 ,2275765 ,512841457 ,10044128 ,85364553 ,2025498399 ,589321 ,1618315 ,649371854 ,84394 ,1621435 ,337414303 ,35062 ,65219 ,22816364 ,3519571 ,14601598 ,740948247 ,42691 ,63829 ,367755834 ,26460 ,53755 ,79443370 ,690 ,4066 ,6687198 ,28019 ,51210 ,19588992 ,178447 ,1688096 ,3127816879 ,102493 ,1048115 ,3645230512 ,169523 ,6534258 ,4106449960 
,　　急性鼻咽頭炎［かぜ］<感冒>,456604 ,697171 ,456604 ,4634113 ,375282009 ,399266 ,597451 ,126478014 ,181380 ,267029 ,67326375 ,3239 ,5439 ,10700014 ,70430 ,284347 ,35237643 ,12920 ,28616 ,6264590 ,358234 ,2858745 ,60510960 ,15466 ,33566 ,12588008 ,1215 ,12679 ,2355785 ,3301 ,5985 ,2109240 ,162826 ,525428 ,31601281 ,1557 ,1959 ,4114096 ,1476 ,3312 ,691561 ,21 ,252 ,408294 ,402 ,841 ,277978 ,614 ,7614 ,11101539 ,205 ,834 ,3475890 ,592 ,23063 ,14428552 
,　　急性咽頭炎及び急性扁桃炎,1061983 ,1496851 ,1061983 ,10080794 ,910223541 ,958831 ,1303922 ,308307590 ,457703 ,664140 ,138938142 ,5206 ,9334 ,16837652 ,227176 ,988430 ,109116497 ,26802 ,60254 ,13277948 ,931122 ,6409841 ,146449749 ,67987 ,115905 ,36310936 ,1589 ,17902 ,3344451 ,2408 ,4858 ,1767010 ,134305 ,463116 ,29847871 ,1580 ,1700 ,7169884 ,1945 ,4921 ,2245018 ,42 ,415 ,602260 ,936 ,1913 ,771897 ,4462 ,18417 ,33625332 ,3442 ,15688 ,61507086 ,4570 ,79658 ,51400352 
,　　その他の急性上気道感染症,2590739 ,3677993 ,2590739 ,23344052 ,1930069100 ,2367486 ,3315200 ,717097822 ,875710 ,1246512 ,277282316 ,10260 ,16878 ,29362128 ,509609 ,1634352 ,264558339 ,119775 ,256409 ,45653331 ,2248397 ,12162863 ,313002309 ,81266 ,140926 ,35929813 ,2663 ,26954 ,5138087 ,3335 ,6568 ,2385291 ,1087860 ,4489234 ,140989833 ,6436 ,7543 ,13696653 ,2716 ,5801 ,1624534 ,46 ,484 ,799970 ,1488 ,3137 ,1226168 ,3748 ,18723 ,32554874 ,2693 ,12370 ,48575324 ,3440 ,73038 ,46803596 
,　　肺　　炎,232006 ,1386748 ,232006 ,9234437 ,3493401112 ,160808 ,299808 ,53322260 ,108229 ,194568 ,46759399 ,10177 ,19944 ,53004609 ,128220 ,1799131 ,154587823 ,138782 ,432109 ,112034301 ,166297 ,3871405 ,79718860 ,59174 ,410337 ,189891449 ,24837 ,560962 ,118139865 ,1267 ,4052 ,1184875 ,40244 ,553642 ,97242595 ,3626 ,8102 ,33820844 ,871 ,1619 ,2346619 ,155 ,565 ,876870 ,4395 ,7816 ,2338351 ,71158 ,729266 ,1341675926 ,34761 ,340904 ,1205956143 ,67301 ,2491104 ,1588032276 
,　　急性気管支炎及び急性細気管支炎,1673135 ,2476362 ,1673135 ,15780863 ,1528510899 ,1450059 ,2023333 ,477450592 ,774344 ,1168765 ,274139001 ,9632 ,19376 ,35778087 ,285887 ,1505252 ,146822945 ,127012 ,277968 ,44277492 ,1432562 ,10101498 ,240470036 ,98171 ,169960 ,38443467 ,2567 ,31986 ,6585721 ,1568 ,3143 ,1113107 ,151645 ,395853 ,35564327 ,1216 ,1509 ,5830333 ,1585 ,3412 ,955396 ,27 ,202 ,245130 ,1455 ,3130 ,1017921 ,7971 ,40515 ,79566842 ,6055 ,34838 ,140026864 ,7581 ,173299 ,111754458 
,　　アレルギ－性鼻炎,2075611 ,2869174 ,2075611 ,25812485 ,1451164814 ,2037499 ,2803552 ,440285068 ,596699 ,796101 ,113306035 ,24262 ,28139 ,54595696 ,413327 ,1523239 ,244948496 ,80421 ,171264 ,32279151 ,1906924 ,16393199 ,346695230 ,50751 ,105202 ,38924666 ,3729 ,27912 ,5385301 ,12515 ,19664 ,6917422 ,1060066 ,3911096 ,116062355 ,8364 ,10218 ,25117006 ,3190 ,6277 ,2881783 ,23 ,91 ,177846 ,1377 ,2928 ,1145204 ,1017 ,12985 ,20700599 ,94 ,572 ,1643416 ,908 ,36353 ,23348314 
