平成２９年　社会医療診療行為別統計　平成２９年６月審査分,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
報告書Ⅰ　医科診療　第　７表　医科診療　件数・診療実日数・実施件数・回数・点数，入院－入院外、傷病（中分類）、診療行為（大分類）別,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：１）「件数」は、明細書の数である。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：２）「実施件数」は、当該診療行為が実施された明細書の数である。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：３）「回数」は、当該診療行為が実施された延べ算定回数である。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：４）総数には、「療養担当手当等」、「合算薬剤料」、「補正点数」を含む。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：５）総数には、入院時食事療養等を含まない。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：６）総数には、「ⅩⅩ　傷病及び死亡の外因」、「ⅩⅩⅠ　健康状態に影響を及ぼす要因及び保健サービスの利用」、「ⅩⅩⅡ　特殊目的用コード」、「不詳」を含む。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,件数,診療実日数,総数,,,初   ・  再 診,,,医 学 管 理 等,,,在　宅　医　療,,,検　　　　　査,,,画　像　診　断,,,投　　　　　薬,,,注　　　　　射,,,リハビリテーション,,,精神科専門療法,,,処　　　　　置,,,手　　　　　術,,,麻　　　　　酔,,,放 射 線 治 療,,,病  理  診  断,,,入  院  料  等,,,診断群分類による包括評価等,,,入院時食事療養等(別掲),,
,　　その他の精神及び行動の障害,360283 ,923177 ,360283 ,5373466 ,1082492960 ,333233 ,496293 ,51720528 ,77440 ,97453 ,25796944 ,4873 ,11043 ,18656663 ,53724 ,310803 ,36046598 ,11363 ,33688 ,17855047 ,207165 ,3114090 ,72762520 ,6167 ,34243 ,15113214 ,58256 ,397697 ,91723847 ,195845 ,389957 ,146709739 ,6382 ,78438 ,11923619 ,388 ,609 ,4059697 ,265 ,478 ,1072251 ,26 ,159 ,309162 ,219 ,450 ,164334 ,15696 ,404503 ,577450060 ,214 ,3369 ,11059596 ,15258 ,1149259 ,734082827 
,Ⅵ　神経系の疾患,2466046 ,6633793 ,2466046 ,52872496 ,9801484422 ,2183612 ,3346439 ,381592412 ,981481 ,1339329 ,252742615 ,363087 ,626119 ,871493999 ,503140 ,3673419 ,413868859 ,266770 ,710958 ,380336076 ,1890681 ,35083752 ,683545497 ,131764 ,483735 ,255022872 ,124262 ,2243939 ,506306629 ,273362 ,721962 ,259582668 ,154325 ,1622791 ,319809506 ,13285 ,14402 ,225991288 ,43241 ,75643 ,90325753 ,214 ,1576 ,3837518 ,6449 ,12165 ,4814815 ,131114 ,2681397 ,4207528972 ,24715 ,234172 ,944259357 ,122618 ,8296793 ,5082981535 
,　　パ－キンソン病,140911 ,620152 ,140911 ,4532811 ,1182094010 ,110968 ,170010 ,17276237 ,77483 ,101705 ,23001525 ,16026 ,44337 ,53717362 ,29621 ,269467 ,26581056 ,18639 ,53748 ,43772498 ,108693 ,2748768 ,86560820 ,6827 ,40230 ,14779216 ,17554 ,503054 ,114866590 ,7169 ,16063 ,5071003 ,8274 ,167964 ,21229176 ,719 ,970 ,29549117 ,769 ,1237 ,2940233 ,4 ,29 ,72960 ,328 ,653 ,279513 ,16360 ,383694 ,648729346 ,2337 ,30879 ,93401590 ,15691 ,1279161 ,710139145 
,　　アルツハイマ－病,397013 ,1734463 ,397013 ,9605566 ,2118895305 ,266851 ,442962 ,46924212 ,128060 ,173683 ,30845489 ,74611 ,234904 ,205636847 ,84717 ,706118 ,65164786 ,38587 ,104641 ,63874129 ,283767 ,6076031 ,129974176 ,17749 ,103397 ,31343239 ,5502 ,93721 ,17580872 ,110452 ,427521 ,164092123 ,15281 ,193893 ,25753186 ,750 ,1002 ,3660176 ,706 ,1303 ,601022 ,5 ,22 ,50240 ,398 ,824 ,265898 ,37822 ,1039674 ,1317820164 ,486 ,5733 ,15253987 ,36631 ,2991897 ,1908863256 
,　　てんかん,244602 ,545391 ,244602 ,5486950 ,879574418 ,218366 ,286391 ,29783312 ,168565 ,235985 ,63491199 ,7102 ,15308 ,27879079 ,61095 ,416138 ,55896807 ,18690 ,45981 ,28434077 ,214314 ,3874321 ,73606702 ,7192 ,24660 ,20428348 ,9214 ,153408 ,36407414 ,42068 ,84236 ,27268346 ,7663 ,114902 ,21197637 ,536 ,705 ,15095597 ,875 ,1312 ,3478668 ,18 ,91 ,272310 ,390 ,716 ,298364 ,12645 ,198376 ,334466854 ,4785 ,34283 ,141551660 ,12179 ,630811 ,392581282 
,　　脳性麻痺及びその他の麻痺性症候群,48575 ,363794 ,48575 ,2110093 ,667222188 ,33944 ,78678 ,7296400 ,12812 ,17802 ,4425401 ,4180 ,13462 ,20099309 ,9422 ,94064 ,9226167 ,5569 ,17797 ,5405117 ,21555 ,1080815 ,16490969 ,1852 ,9283 ,4087334 ,26165 ,275411 ,61670238 ,915 ,1517 ,455560 ,9271 ,248729 ,34327061 ,344 ,384 ,7705062 ,904 ,1281 ,8468235 ,6 ,44 ,71760 ,62 ,113 ,37772 ,9500 ,267634 ,475645023 ,427 ,3032 ,11810316 ,9037 ,758722 ,480987666 
,　　自律神経系の障害,49256 ,122004 ,49256 ,1321678 ,187845745 ,46015 ,65697 ,8086337 ,21584 ,30790 ,4666780 ,1943 ,6195 ,11935450 ,10108 ,72578 ,7319054 ,2931 ,8006 ,3501198 ,42838 ,939786 ,13833256 ,3115 ,12526 ,3192628 ,2059 ,67450 ,15447968 ,7944 ,10385 ,2539410 ,2907 ,53300 ,11978179 ,144 ,127 ,653326 ,333 ,676 ,413886 ,1 ,19 ,36400 ,290 ,608 ,142190 ,2191 ,49504 ,90684714 ,367 ,4023 ,13414898 ,1978 ,149095 ,84643354 
,　　その他の神経系の疾患,1585689 ,3247989 ,1585689 ,29815398 ,4765852756 ,1507468 ,2302701 ,272225914 ,572977 ,779364 ,126312221 ,259225 ,311913 ,552225952 ,308177 ,2115054 ,249680989 ,182354 ,480785 ,235349057 ,1219514 ,20364031 ,363079574 ,95029 ,293639 ,181192107 ,63768 ,1150895 ,260333547 ,104814 ,182240 ,60156226 ,110929 ,844003 ,205324267 ,10792 ,11214 ,169328010 ,39654 ,69834 ,74423709 ,180 ,1371 ,3333848 ,4981 ,9251 ,3791078 ,52596 ,742515 ,1340182871 ,16313 ,156222 ,668826906 ,47102 ,2487107 ,1505766832 
,Ⅶ　眼及び付属器の疾患,8491133 ,10440338 ,8491133 ,75334711 ,9961079449 ,8376835 ,10060991 ,1341134968 ,1737308 ,1958457 ,143089198 ,43154 ,65699 ,110191507 ,7744823 ,42033708 ,3263474597 ,84208 ,201084 ,76700221 ,5919167 ,19121543 ,938060359 ,102866 ,165359 ,701001387 ,24423 ,189471 ,38576322 ,8683 ,17993 ,5968558 ,710188 ,942254 ,141152645 ,159935 ,196295 ,1793594397 ,52673 ,64120 ,35568412 ,160 ,1275 ,2587154 ,4879 ,10133 ,4645299 ,63549 ,218430 ,1092314594 ,14489 ,87495 ,272656529 ,56004 ,853581 ,547201766 
,　　結膜炎,1486349 ,1861671 ,1486349 ,13230101 ,1231825055 ,1453340 ,1761149 ,270879671 ,432902 ,516225 ,51671873 ,11805 ,22263 ,32665569 ,1210361 ,5371528 ,393284741 ,8637 ,21354 ,6151874 ,1308679 ,5112523 ,197982771 ,16049 ,37145 ,76822886 ,3279 ,41359 ,8345884 ,2985 ,6472 ,2205435 ,149361 ,278745 ,29975065 ,9509 ,11363 ,72556044 ,3342 ,4721 ,2099872 ,17 ,179 ,273120 ,418 ,882 ,394252 ,3201 ,44103 ,86007610 ,5 ,41 ,149646 ,2761 ,121249 ,72305378 
,　　白内障,918156 ,1267888 ,918156 ,10631411 ,2025452564 ,886058 ,1165642 ,124007331 ,224276 ,255484 ,20234018 ,8762 ,11357 ,18619339 ,807113 ,5884609 ,458272437 ,25841 ,60487 ,18532171 ,767505 ,2912414 ,124891087 ,18569 ,27156 ,79186585 ,1704 ,34525 ,7214471 ,1160 ,2249 ,715368 ,96767 ,137119 ,29374046 ,39333 ,50151 ,468772604 ,13607 ,17183 ,5780187 ,22 ,196 ,485120 ,1063 ,2243 ,934412 ,29159 ,68754 ,663439173 ,378 ,1755 ,4993363 ,25096 ,234623 ,153291688 
,　　屈折及び調節の障害,2758363 ,3101321 ,2758363 ,18820821 ,2060717803 ,2751663 ,3089596 ,500369840 ,338791 ,360414 ,16894598 ,5011 ,5511 ,11137814 ,2682071 ,12515878 ,950057055 ,10593 ,26176 ,10431509 ,1134692 ,2606231 ,151772124 ,11689 ,16724 ,72335368 ,7029 ,29016 ,5856628 ,1048 ,2059 ,671000 ,103753 ,109000 ,14655026 ,24394 ,29845 ,239507312 ,6692 ,8682 ,3707778 ,29 ,183 ,370920 ,623 ,1351 ,590134 ,4980 ,20066 ,82330051 ,3 ,8 ,30079 ,3303 ,52430 ,33434370 
,　　その他の眼及び付属器の疾患,3328265 ,4209458 ,3328265 ,32652378 ,4643084027 ,3285774 ,4044604 ,445878126 ,741339 ,826334 ,54288709 ,17576 ,26568 ,47768785 ,3045278 ,18261693 ,1461860364 ,39137 ,93067 ,41584667 ,2708291 ,8490375 ,463414377 ,56559 ,84334 ,472656548 ,12411 ,84571 ,17159339 ,3490 ,7213 ,2376755 ,360307 ,417390 ,67148508 ,86699 ,104936 ,1012758437 ,29032 ,33534 ,23980575 ,92 ,717 ,1457994 ,2775 ,5657 ,2726501 ,26209 ,85507 ,260537760 ,14103 ,85691 ,267483441 ,24844 ,445279 ,288170330 
,Ⅷ　耳及び乳様突起の疾患,1460343 ,2461912 ,1460343 ,14591532 ,1677355090 ,1424310 ,2330831 ,380461732 ,255418 ,356673 ,65926696 ,7786 ,9859 ,20870730 ,605340 ,1725288 ,349611554 ,63688 ,142093 ,67822139 ,937246 ,5704625 ,149237047 ,47535 ,104802 ,43951504 ,7523 ,63824 ,13966774 ,4116 ,6315 ,1809310 ,943122 ,4003643 ,173027713 ,26665 ,33921 ,122220845 ,3712 ,6792 ,17426709 ,60 ,528 ,1196350 ,2131 ,3928 ,1889244 ,12417 ,46161 ,95629019 ,9869 ,52153 ,172287671 ,12867 ,245996 ,160251674 
,　　外耳炎,250394 ,381140 ,250394 ,1909518 ,167476365 ,247134 ,373283 ,66251207 ,28089 ,34469 ,4017634 ,1070 ,1380 ,2491776 ,49190 ,129773 ,25042421 ,3854 ,8683 ,2677643 ,167817 ,600063 ,19814086 ,2309 ,5232 ,3410266 ,411 ,5277 ,1099576 ,207 ,337 ,101495 ,218420 ,741645 ,27023333 ,2500 ,2817 ,3683205 ,145 ,255 ,395131 ,7 ,63 ,98600 ,241 ,511 ,243532 ,278 ,5262 ,9752418 ,64 ,466 ,1374028 ,269 ,15712 ,9835212 
,　　その他の外耳疾患,276583 ,360814 ,276583 ,1539756 ,195802711 ,271217 ,347875 ,79454317 ,21463 ,26588 ,5493559 ,720 ,878 ,1403396 ,46828 ,115285 ,24824285 ,3781 ,8537 ,2208707 ,99410 ,383932 ,12562075 ,1170 ,3085 ,1923868 ,603 ,7619 ,1609939 ,159 ,342 ,139575 ,259525 ,634743 ,48970353 ,1478 ,1693 ,2022464 ,126 ,193 ,250771 ,1 ,1 ,1700 ,148 ,287 ,148878 ,340 ,8549 ,14283623 ,31 ,147 ,505187 ,335 ,24957 ,15672038 
,　　中耳炎,376108 ,801506 ,376108 ,4318269 ,451561926 ,356819 ,747852 ,113075215 ,89806 ,140483 ,31749809 ,1101 ,1414 ,4022806 ,153574 ,414916 ,88187846 ,13398 ,30276 ,8659966 ,276225 ,1254971 ,44496250 ,3723 ,8467 ,8273460 ,981 ,7805 ,1717288 ,209 ,439 ,119920 ,280782 ,1671439 ,52136699 ,18400 ,24650 ,53213869 ,1109 ,1598 ,7289446 ,18 ,159 ,349690 ,367 ,663 ,356789 ,1725 ,6899 ,14658513 ,1404 ,6223 ,23254246 ,1726 ,31313 ,19727900 
,　　その他の中耳及び乳様突起の疾患,70562 ,133596 ,70562 ,828115 ,119797516 ,69491 ,128343 ,15559348 ,8233 ,10271 ,1270391 ,282 ,307 ,771964 ,36359 ,92547 ,21555212 ,4296 ,9501 ,4782042 ,40044 ,217798 ,6097571 ,954 ,2293 ,1752322 ,121 ,1593 ,334929 ,128 ,176 ,44520 ,50584 ,355595 ,10364761 ,1590 ,1768 ,32645277 ,640 ,1060 ,6113901 ,2 ,9 ,11980 ,491 ,632 ,394041 ,781 ,1086 ,2520968 ,770 ,5116 ,15578089 ,859 ,14567 ,9587382 
,　　メニエ－ル病,108141 ,176352 ,108141 ,1729478 ,125460009 ,107010 ,168370 ,22501245 ,34005 ,49676 ,7442723 ,988 ,1680 ,2508377 ,59987 ,214971 ,33439344 ,5347 ,12227 ,6499077 ,99245 ,1138412 ,19858116 ,16999 ,36584 ,4761395 ,322 ,4137 ,826679 ,1117 ,1566 ,513110 ,19495 ,91474 ,4182617 ,225 ,218 ,790530 ,475 ,926 ,233653 ,3 ,30 ,84160 ,109 ,234 ,87575 ,1205 ,4948 ,8678716 ,797 ,4020 ,13052657 ,1235 ,22616 ,14519890 
,　　その他の内耳疾患,77852 ,133932 ,77852 ,1203153 ,206520864 ,75116 ,107763 ,17593473 ,27163 ,38334 ,7240953 ,1200 ,1469 ,2965366 ,43169 ,211408 ,29788382 ,15380 ,33107 ,22075794 ,62331 ,710825 ,12986818 ,12455 ,21033 ,6553704 ,799 ,10407 ,2298899 ,657 ,879 ,247785 ,9096 ,35273 ,4935675 ,290 ,322 ,4336068 ,420 ,733 ,922691 ,8 ,75 ,159340 ,259 ,519 ,219676 ,5511 ,9781 ,24206052 ,4650 ,21211 ,69970874 ,5678 ,71796 ,47728683 
,　　その他の耳疾患,300703 ,474572 ,300703 ,3063243 ,410735699 ,297523 ,457345 ,66026927 ,46659 ,56852 ,8711627 ,2425 ,2731 ,6707045 ,216233 ,546388 ,126774064 ,17632 ,39762 ,20918910 ,192174 ,1398624 ,33422131 ,9925 ,28108 ,17276489 ,4286 ,26986 ,6079464 ,1639 ,2576 ,642905 ,105220 ,473474 ,25414275 ,2182 ,2453 ,25529432 ,797 ,2027 ,2221116 ,21 ,191 ,490880 ,516 ,1082 ,438753 ,2577 ,9636 ,21528729 ,2153 ,14970 ,48552590 ,2765 ,65035 ,43180569 
,Ⅸ　循環器系の疾患,12528142 ,23252528 ,12528142 ,337912330 ,41359007907 ,11815144 ,16793412 ,1995254634 ,9959164 ,14450035 ,2738347998 ,472768 ,1009202 ,1341251681 ,4266152 ,28739489 ,3309076292 ,1418444 ,3356649 ,1447329598 ,11154578 ,252163235 ,3964734973 ,691069 ,1935586 ,859373087 ,264377 ,10612620 ,2561150914 ,55470 ,117830 ,46114360 ,454427 ,2632112 ,1770076585 ,101997 ,160949 ,6927893071 ,100032 ,175147 ,358044636 ,2078 ,7077 ,11274772 ,52394 ,105225 ,46835734 ,337895 ,3926628 ,7157062837 ,167515 ,1724880 ,6822414775 ,333647 ,16268616 ,9764578916 
,　　高血圧性疾患,8426541 ,12205591 ,8426541 ,222931618 ,10211130380 ,8185884 ,11429219 ,1352505267 ,7481275 ,10837353 ,2007072024 ,255608 ,533433 ,621189661 ,2325935 ,14942624 ,1431802465 ,499505 ,1141557 ,286593382 ,8008199 ,180889568 ,2631494818 ,437260 ,1084903 ,331764359 ,37905 ,414384 ,76094251 ,28273 ,55149 ,23790939 ,230618 ,1119594 ,836808592 ,15027 ,12922 ,82833430 ,52258 ,98711 ,19546307 ,119 ,554 ,1331610 ,28032 ,59460 ,25334031 ,18167 ,299604 ,439655597 ,1344 ,12313 ,42840073 ,17441 ,920568 ,542251669 
,　　虚血性心疾患,850494 ,1538873 ,850494 ,25862201 ,5222434691 ,784954 ,1163494 ,132807397 ,587456 ,870183 ,173944819 ,39407 ,65228 ,103736565 ,456055 ,3219207 ,537222738 ,165634 ,390236 ,195291641 ,719158 ,19188919 ,321529761 ,50800 ,118662 ,69595243 ,18844 ,252608 ,56923225 ,3097 ,7512 ,2646317 ,30172 ,177998 ,225338309 ,21357 ,34604 ,2011146722 ,5959 ,9642 ,44552966 ,337 ,1079 ,1575550 ,4027 ,8022 ,3719645 ,47383 ,125880 ,262997297 ,39807 ,228610 ,1079403995 ,49078 ,863588 ,585109829 
,　　その他の心疾患,1284120 ,3131385 ,1284120 ,35665331 ,9416948996 ,1151934 ,1694788 ,201538827 ,841257 ,1250695 ,262648654 ,79158 ,167064 ,310241262 ,745041 ,5558958 ,775006835 ,292616 ,724583 ,206462562 ,998846 ,23247130 ,493555432 ,87569 ,290219 ,191420684 ,47028 ,854681 ,185897107 ,7669 ,19419 ,6745742 ,55644 ,441236 ,308081241 ,21439 ,44785 ,2628368737 ,13063 ,19695 ,101635909 ,786 ,2132 ,2209514 ,8690 ,15417 ,7234478 ,86808 ,728155 ,1399321562 ,52842 ,605676 ,2336115728 ,84861 ,3657884 ,2366519137 
,　　くも膜下出血,38613 ,277195 ,38613 ,1430065 ,1026459353 ,26502 ,35106 ,4804603 ,16297 ,24707 ,5805103 ,2614 ,8171 ,10261380 ,8967 ,78880 ,7508183 ,13417 ,31505 ,24933252 ,21007 ,476824 ,7303002 ,2090 ,10109 ,5333139 ,8309 ,473917 ,116247227 ,288 ,919 ,276295 ,3015 ,48073 ,10893124 ,1824 ,3730 ,221833363 ,1505 ,2680 ,24796120 ,48 ,69 ,9350 ,118 ,199 ,86970 ,9910 ,182464 ,324776974 ,3260 ,52701 ,261276173 ,9370 ,709141 ,392662644 
,　　脳内出血,136083 ,1054050 ,136083 ,6426210 ,2889093450 ,88065 ,136776 ,18445802 ,62380 ,94473 ,20642750 ,12271 ,35790 ,44674278 ,33098 ,320967 ,29621704 ,37904 ,94844 ,58274095 ,75460 ,1913657 ,29763189 ,8573 ,45505 ,20377740 ,36945 ,2726472 ,670544423 ,981 ,2948 ,882695 ,11571 ,164868 ,50919663 ,2342 ,3696 ,70550075 ,1661 ,2461 ,22310981 ,38 ,107 ,352600 ,484 ,804 ,339330 ,37748 ,740550 ,1349789405 ,9708 ,142132 ,501035032 ,36329 ,2719630 ,1535767628 
,　　脳　梗　塞,853050 ,3131322 ,853050 ,26607545 ,7182413379 ,706822 ,1034099 ,126543396 ,536673 ,766719 ,148790417 ,57808 ,153832 ,175327190 ,250606 ,1929393 ,191091262 ,201247 ,477175 ,328598168 ,643334 ,14479787 ,246103731 ,51954 ,224988 ,108619086 ,87753 ,5178964 ,1286681386 ,8369 ,17818 ,7033426 ,43985 ,383977 ,127616141 ,5045 ,7509 ,173058031 ,5734 ,10402 ,16763861 ,69 ,332 ,837846 ,2597 ,4682 ,1947978 ,90483 ,1540203 ,2779321184 ,30062 ,397393 ,1463442018 ,88653 ,5812683 ,3330959206 
,　　脳動脈硬化（症）,30531 ,43289 ,30531 ,644264 ,44678111 ,29900 ,40905 ,4697521 ,24906 ,34052 ,6693731 ,1058 ,1285 ,2088975 ,14825 ,80031 ,10505443 ,2940 ,6744 ,3798592 ,26292 ,469033 ,7996807 ,1179 ,3093 ,1180908 ,125 ,2126 ,452170 ,146 ,284 ,140725 ,803 ,4355 ,2878873 ,47 ,53 ,760013 ,97 ,143 ,75664 ,1 ,4 ,15530 ,84 ,184 ,79295 ,123 ,1937 ,3174456 ,6 ,34 ,139401 ,115 ,5633 ,3461128 
,　　その他の脳血管疾患,249575 ,520903 ,249575 ,5260922 ,1445911277 ,229401 ,313529 ,37950781 ,136484 ,184411 ,36648312 ,7128 ,13961 ,19071515 ,77764 ,526812 ,61511497 ,101773 ,228698 ,201932503 ,159992 ,3284192 ,58118405 ,11047 ,37377 ,22798669 ,9224 ,390942 ,97484434 ,1494 ,3430 ,1191696 ,8940 ,61058 ,27280203 ,4674 ,5709 ,343846155 ,3263 ,4653 ,24432157 ,31 ,138 ,475300 ,991 ,1845 ,833256 ,14202 ,137706 ,250321643 ,8278 ,66386 ,261756477 ,14631 ,574046 ,347653733 
,　　動脈硬化（症）,139307 ,309384 ,139307 ,3415077 ,797217553 ,130796 ,230068 ,23502950 ,76280 ,110590 ,23907428 ,5514 ,7443 ,13261798 ,82732 ,516469 ,57125900 ,18892 ,44771 ,21890171 ,113823 ,2233585 ,42838449 ,10315 ,36936 ,14914927 ,4420 ,58935 ,12080578 ,489 ,1394 ,446844 ,15209 ,81320 ,92559513 ,4629 ,6848 ,271049605 ,3214 ,6057 ,8684725 ,49 ,92 ,57230 ,532 ,1004 ,471079 ,6189 ,30461 ,55550064 ,5102 ,49049 ,158817961 ,6600 ,214515 ,143956355 
,　　痔　核,221858 ,338089 ,221858 ,3029548 ,331946084 ,208930 ,288234 ,41933749 ,76114 ,100261 ,13960992 ,2897 ,6456 ,9756206 ,121639 ,394159 ,64310488 ,9675 ,25300 ,8109096 ,198040 ,2082665 ,41474403 ,8575 ,18202 ,17378449 ,643 ,13483 ,2759120 ,1068 ,2510 ,824550 ,31808 ,39002 ,10594524 ,9905 ,10070 ,41689889 ,4203 ,5563 ,5116647 ,93 ,1171 ,2877746 ,3325 ,7314 ,3900084 ,5479 ,29582 ,52944754 ,1110 ,5572 ,14315359 ,5059 ,85163 ,53370876 
,　　低血圧（症）,24617 ,44171 ,24617 ,400424 ,55924264 ,23636 ,35818 ,5184128 ,8259 ,11507 ,2578905 ,604 ,1217 ,2491629 ,7910 ,58106 ,6548461 ,2579 ,6173 ,2851160 ,18179 ,260497 ,4683986 ,1766 ,3799 ,2187843 ,301 ,5235 ,1133171 ,1978 ,3124 ,1055693 ,965 ,6617 ,8537397 ,116 ,148 ,1265794 ,109 ,180 ,194633 ,2 ,2 ,220 ,71 ,151 ,74538 ,621 ,5968 ,10216135 ,312 ,1860 ,6920357 ,624 ,21338 ,13529711 
,　　その他の循環器系の疾患,273353 ,658276 ,273353 ,6239125 ,2734850369 ,248320 ,391376 ,45340213 ,111783 ,165084 ,35654863 ,8701 ,15322 ,29151222 ,141580 ,1113883 ,136821316 ,72262 ,185063 ,108594976 ,172248 ,3637378 ,79872990 ,19941 ,61793 ,73802040 ,12880 ,240873 ,54853822 ,1618 ,3323 ,1079438 ,21697 ,104014 ,68569005 ,15592 ,30875 ,1081491257 ,8966 ,14960 ,89934666 ,505 ,1397 ,1532276 ,3443 ,6143 ,2815050 ,20782 ,104118 ,228993766 ,15684 ,163154 ,696352201 ,20886 ,684427 ,449337000 
,Ⅹ　呼吸器系の疾患,12335033 ,20388325 ,12335033 ,149354357 ,19363477482 ,11338784 ,16156973 ,3057614688 ,5001490 ,7376512 ,1550821861 ,170652 ,285736 ,808418889 ,3037394 ,15453249 ,1828909696 ,1001110 ,2402489 ,552532086 ,10774833 ,85944049 ,2052111384 ,542756 ,1426521 ,669397230 ,94568 ,1870478 ,385044658 ,37640 ,69492 ,24259077 ,3822954 ,15399992 ,747865043 ,43433 ,66516 ,411198086 ,25972 ,50844 ,88747326 ,659 ,4074 ,7971274 ,28336 ,50934 ,21021523 ,186567 ,1650592 ,3176177655 ,110879 ,1144809 ,3978673224 ,177231 ,6697768 ,4111440652 
,　　急性鼻咽頭炎［かぜ］<感冒>,477228 ,722418 ,477228 ,4635419 ,388672076 ,418417 ,617101 ,131803751 ,180909 ,267824 ,69615540 ,3297 ,5929 ,11177794 ,80276 ,335295 ,40194907 ,13717 ,30501 ,6776268 ,376003 ,2755819 ,59643528 ,13769 ,29661 ,13056206 ,1095 ,13990 ,2733151 ,3265 ,6516 ,2301262 ,176720 ,558179 ,32122599 ,1400 ,1668 ,3344165 ,1336 ,3091 ,623337 ,14 ,139 ,361790 ,352 ,739 ,277042 ,584 ,8341 ,12051006 ,153 ,619 ,2589681 ,564 ,25514 ,16038808 
,　　急性咽頭炎及び急性扁桃炎,1079596 ,1511681 ,1079596 ,10105297 ,916810617 ,977039 ,1315766 ,308002926 ,444039 ,648651 ,139553452 ,5381 ,9745 ,17954047 ,261044 ,1202415 ,123142878 ,27767 ,62622 ,13403068 ,949940 ,6248801 ,143445980 ,58544 ,98349 ,33836912 ,1490 ,16980 ,3255262 ,2506 ,5044 ,1826764 ,134259 ,456433 ,28540455 ,1597 ,1737 ,8004559 ,1898 ,4590 ,2897665 ,45 ,452 ,781108 ,1014 ,1982 ,827438 ,4402 ,15436 ,27855662 ,3515 ,16256 ,63482255 ,4514 ,73798 ,47565245 
,　　その他の急性上気道感染症,2736817 ,3848697 ,2736817 ,24066734 ,2022292462 ,2503048 ,3460320 ,749511216 ,874126 ,1246750 ,287499372 ,10244 ,17147 ,27607032 ,585651 ,2009246 ,301050197 ,127694 ,273001 ,49837244 ,2386092 ,12035231 ,312886392 ,71119 ,120109 ,36210398 ,2540 ,25518 ,4902601 ,3341 ,6159 ,2282368 ,1182525 ,4826123 ,149713565 ,6331 ,7603 ,14098745 ,2419 ,5392 ,1493629 ,37 ,370 ,632350 ,1458 ,3068 ,1255972 ,3734 ,16936 ,30292713 ,2844 ,13664 ,53017977 ,3487 ,72353 ,45985934 
,　　肺　　炎,242589 ,1420411 ,242589 ,9002011 ,3689938170 ,175481 ,311853 ,56559800 ,116233 ,216463 ,55395620 ,10997 ,20879 ,55962205 ,140637 ,1778655 ,156497511 ,145040 ,435724 ,115704596 ,170498 ,3658854 ,77104503 ,54619 ,346260 ,160646771 ,29193 ,660516 ,137078244 ,1447 ,4140 ,1159704 ,37326 ,459964 ,88832789 ,3716 ,8620 ,37144245 ,789 ,1257 ,2210200 ,170 ,693 ,1163040 ,4120 ,7071 ,2295109 ,73766 ,688300 ,1327051432 ,39052 ,402666 ,1413627018 ,70028 ,2567310 ,1604109791 
,　　急性気管支炎及び急性細気管支炎,1699442 ,2520855 ,1699442 ,15512788 ,1547094664 ,1456254 ,2024535 ,475738610 ,770994 ,1177377 ,294899208 ,9993 ,20884 ,37450103 ,330905 ,1754841 ,166646876 ,128588 ,281980 ,45667986 ,1438282 ,9587492 ,227220038 ,84577 ,142011 ,37176023 ,2409 ,31151 ,6336861 ,1544 ,3478 ,1113932 ,159516 ,410324 ,32766629 ,1168 ,1455 ,5792772 ,1345 ,2662 ,961616 ,19 ,190 ,288016 ,1283 ,2800 ,974522 ,8020 ,37774 ,72670193 ,6356 ,33749 ,141390594 ,7586 ,163597 ,103172005 
,　　アレルギ－性鼻炎,2401250 ,3255205 ,2401250 ,28622949 ,1618504901 ,2356508 ,3176141 ,501567957 ,659268 ,870645 ,125941476 ,27114 ,31825 ,60959346 ,465649 ,1782134 ,279027688 ,92543 ,196897 ,37558822 ,2221586 ,17985648 ,373906294 ,51261 ,102454 ,44060779 ,4198 ,33145 ,6421085 ,13890 ,21542 ,7658188 ,1217391 ,4388929 ,126358427 ,8483 ,10371 ,25787543 ,3191 ,6090 ,2712633 ,30 ,203 ,449050 ,1502 ,3160 ,1268688 ,1034 ,13059 ,22888186 ,115 ,643 ,1939010 ,924 ,37042 ,23596145 
